order_id,product_id,qty,unit_price,discount
O00330,P029,4,63.92,0.10
O00331,P045,4,237.72,0.00
O00332,P019,2,163.66,0.00
O00332,P002,4,168.90,0.00
O00332,P046,4,215.18,0.15
O00333,P030,4,194.09,0.20
O00334,P012,3,158.56,0.15
O00334,P041,1,215.78,0.00
O00334,P025,3,135.07,0.00
O00334,P028,3,176.01,0.10
O00335,P051,1,157.00,0.00
O00335,P048,1,131.10,0.15
O00336,P057,1,32.18,0.00
O00336,P030,5,15.00,0.00
O00336,P012,5,177.68,0.10
O00337,P009,3,63.46,0.00
O00337,P042,4,185.65,0.20
O00338,P049,2,83.50,0.00
O00338,P033,4,72.89,0.00
O00339,P023,4,124.12,0.10
O00339,P054,1,120.18,0.10
O00339,P044,5,225.36,0.05
O00340,P052,1,51.14,0.05
O00340,P006,1,100.71,0.00
O00340,P019,1,31.78,0.00
O00341,P045,2,126.59,0.20
O00342,P034,1,76.82,0.15
O00342,P035,2,121.10,0.05
O00343,P048,1,76.41,0.00
O00343,P002,2,209.55,0.10
O00343,P042,3,105.85,0.00
O00343,P042,3,124.10,0.15
O00344,P030,3,143.97,0.20
O00344,P020,2,198.36,0.00
O00344,P031,3,242.82,0.20
O00344,P055,1,41.33,0.00
O00345,P011,5,231.40,0.15
O00345,P035,3,49.65,0.00
O00345,P054,2,44.50,0.00
O00345,P003,3,145.75,0.05
O00346,P024,2,55.25,0.15
O00346,P003,3,244.61,0.00
O00346,P024,4,137.26,0.00
O00347,P008,1,104.11,0.05
O00347,P050,2,237.20,0.00
O00347,P010,1,242.68,0.10
O00348,P042,3,121.10,0.00
O00348,P049,5,168.38,0.20
O00348,P037,4,87.97,0.00
O00349,P058,1,39.15,0.10
O00349,,3,11.06,0.10
O00349,P054,2,114.25,0.00
O00349,P021,1,153.99,0.00
O00350,P051,3,52.94,0.00
O00350,P035,4,170.87,0.00
O00351,P013,4,82.84,0.10
O00351,P033,1,227.56,0.00
O00351,P026,2,180.40,0.05
O00351,P024,4,96.33,0.00
O00352,P023,3,244.48,0.20
O00352,P036,1,57.84,0.05
O00352,P048,4,201.89,0.00
O00353,P052,4,183.50,0.05
O00353,P009,5,151.48,0.00
O00354,P020,4,247.14,0.10
O00354,P022,1,233.61,0.10
O00355,P006,1,105.31,0.00
O00355,P027,2,141.16,0.15
O00355,P037,2,53.81,0.20
O00355,P025,3,140.69,0.00
O00356,P054,5,79.45,0.10
O00356,P048,4,60.00,0.20
O00356,P001,2,69.35,0.15
O00357,P008,3,107.19,0.05
O00357,P059,2,11.96,0.20
O00357,P018,4,248.60,0.00
O00357,P039,3,147.35,0.10
O00358,P056,3,158.85,0.05
O00358,P045,1,96.42,0.15
O00358,P037,1,212.08,0.00
O00358,P038,1,40.79,0.05
O00359,P999,2,17.95,0.00
O00359,P027,3,16.93,0.00
O00360,P033,2,192.77,1.50
O00361,P039,2,138.20,0.20
O00362,P053,3,71.50,0.15
O00362,P045,3,28.47,0.10
O00362,P023,2,8.15,0.10
O00363,P024,4,105.93,0.00
O00363,P007,2,42.86,0.00
O00363,P054,2,199.79,0.10
O00364,P027,4,229.42,0.00
O00365,P060,1,122.47,0.00
O00365,P045,3,39.05,0.05
O00366,P012,0,12.04,0.20
O00366,P008,2,36.53,0.15
O00366,P010,2,80.31,0.00
O00367,P006,4,174.24,0.20
O00367,P008,1,9.60,0.05
O00368,P003,2,31.41,0.20
O00368,P043,5,150.32,0.05
O00368,P008,3,15.59,0.00
O00368,P043,1,189.85,0.20
O00369,P059,5,55.31,0.00
O00370,P043,3,12.16,0.00
O00370,P055,3,237.44,0.00
O00371,P011,5,196.29,0.10
O00371,P016,5,144.70,0.00
O00371,P053,5,191.98,0.10
O00372,P046,2,241.23,0.00
O00372,P058,5,6.05,0.15
O00373,P060,2,230.51,0.20
O00374,P024,5,50.35,0.15
O00374,P007,2,209.50,0.05
O00374,P028,2,130.98,0.05
O00374,P008,3,35.28,0.00
O00375,P032,3,177.65,0.10
O00375,P047,1,25.14,0.05
O00376,P025,3,116.94,0.15
O00377,P044,4,60.33,0.05
O00377,P019,4,51.24,0.00
O00377,P058,4,235.07,0.00
O00378,P001,4,169.65,0.05
O00378,P029,5,166.33,0.00
O00379,P010,4,103.14,0.10
O00380,P048,2,20.84,0.00
O00381,P013,5,211.78,0.05
O00381,P008,2,210.33,0.15
O00381,P032,3,192.37,0.20
O00382,P049,4,92.23,0.15
O00382,P039,4,246.93,0.10
O00382,P018,2,193.15,0.00
O00383,P017,4,126.82,0.15
O00384,P002,1,185.75,0.20
O00384,P005,4,171.13,0.00
O00385,P039,3,42.41,0.10
O00385,P040,1,191.23,0.15
O00385,P049,5,193.05,0.20
O00385,P030,2,76.91,0.05
O00386,P033,3,137.89,0.20
O00386,P056,5,138.91,0.20
O00386,P003,4,220.62,0.00
O00386,P025,4,82.06,0.05
O00387,P030,1,13.04,0.10
O00387,P043,3,221.74,0.00
O00387,P032,4,37.94,0.15
O00387,P025,4,192.17,0.10
O00388,,5,172.91,0.10
O00388,P031,4,142.74,0.00
O00388,P033,1,100.88,0.05
O00388,P038,4,156.14,0.00
O00389,P021,1,11.89,0.00
O00389,P009,3,90.46,0.15
O00389,P038,1,192.46,0.15
O00390,P025,1,109.89,0.00
O00390,P027,3,18.82,0.00
O00390,P016,2,163.77,0.10
O00391,P059,1,217.88,0.00
O00392,P011,1,136.90,0.00
O00392,P030,4,144.16,0.05
O00392,P018,1,175.50,0.10
O00393,P021,4,144.73,0.00
O00394,P052,4,29.50,0.15
O00395,P022,4,128.17,0.20
O00395,P043,3,45.81,0.00
O00396,P028,2,126.74,0.20
O00396,P051,1,210.88,0.10
O00396,P014,3,69.95,0.00
O00397,P052,2,158.01,0.00
O00397,P046,5,28.20,0.00
O00397,P018,1,143.76,0.10
O00397,P031,4,56.38,0.20
O00398,P042,3,128.63,0.00
O00399,P043,5,81.76,0.05
O00399,P026,3,158.11,0.05
O00399,P043,5,49.24,0.00
O00399,P041,5,216.35,0.10
O00400,P014,4,70.63,0.15
O00400,P035,5,213.92,0.05
O00400,P060,5,183.01,0.00
O00400,P034,2,94.24,0.00
O00401,P010,3,211.80,0.05
O00401,P021,1,160.30,0.20
O00402,P018,3,163.27,0.00
O00402,P044,5,62.84,0.00
O00402,P008,2,52.01,0.00
O00402,P052,3,118.71,0.10
O00403,P028,1,54.48,0.00
O00403,P009,1,68.30,0.20
O00403,P018,5,48.11,0.20
O00403,P003,4,196.64,0.00
O00404,P021,5,77.99,0.00
O00405,P058,3,169.55,0.00
O00405,P026,2,62.82,0.10
O00405,P999,5,233.56,0.10
O00405,P043,5,237.66,0.10
O00406,P032,1,63.32,0.00
O00406,P050,3,85.67,0.10
O00406,P048,4,202.42,0.15
O00407,P060,4,58.40,0.00
O00407,P012,2,242.62,0.05
O00408,P017,5,18.69,0.10
O00408,P024,1,82.53,0.05
O00408,P031,2,241.00,0.20
O00408,P060,2,93.92,0.15
O00409,P053,3,10.15,0.10
O00409,P003,1,174.21,0.20
O00409,P043,2,66.97,0.05
O00410,P041,3,226.26,0.15
O00410,P008,5,217.39,0.20
O00410,P029,4,6.92,0.05
O00411,P020,1,234.39,0.20
O00411,P016,3,56.53,0.00
O00411,P059,4,159.67,0.20
O00412,P051,1,72.13,0.00
O00412,P053,4,120.41,0.05
O00412,P060,3,180.75,0.20
O00412,P007,2,176.12,0.10
O00413,P023,4,152.51,0.20
O00414,P030,1,191.67,0.15
O00414,P042,2,159.38,0.20
O00414,P042,2,5.74,0.00
O00415,P021,5,25.14,0.00
O00415,P016,5,179.81,0.20
O00415,P054,2,212.50,0.15
O00416,P051,0,115.61,0.20
O00416,P048,2,68.86,0.15
O00416,P038,3,200.87,0.00
O00416,P006,4,95.05,0.05
O00417,P054,5,59.99,0.00
O00417,P060,5,163.53,0.15
O00417,P015,1,243.65,0.00
O00417,P017,2,17.19,0.10
O00418,P039,3,41.56,0.00
O00418,P011,5,33.74,1.50
O00418,P034,4,194.46,0.05
O00418,P053,4,34.03,0.15
O00419,P013,3,75.54,0.05
O00419,P025,2,110.66,0.00
O00420,P053,3,183.03,0.00
O00420,P027,2,105.08,0.00
O00421,P019,3,62.68,0.05
O00422,P024,5,172.64,0.05
O00422,P006,1,119.87,0.20
O00423,,4,173.27,0.15
O00423,P025,4,185.34,0.00
O00423,P005,1,141.45,0.00
O00424,P060,2,120.37,0.00
O00424,P039,5,178.83,0.20
O00424,P003,1,67.14,0.10
O00425,P020,4,169.45,0.00
O00425,P058,5,15.07,0.00
O00425,P017,2,128.41,0.00
O00425,P057,4,37.31,0.00
O00426,P010,3,33.62,0.00
O00426,P009,4,218.55,0.20
O00426,P018,3,231.92,0.00
O00426,P058,3,155.16,0.20
O00427,P034,3,111.75,0.00
O00427,P021,4,192.09,0.00
O00427,P036,4,18.03,0.00
O00428,P015,2,13.78,0.00
O00429,P046,4,111.92,0.05
O00429,P003,4,92.34,0.15
O00430,P030,4,32.55,0.15
O00430,P056,2,35.29,0.00
O00430,P014,3,49.25,0.00
O00430,P048,5,206.52,0.10
O00431,P038,1,133.86,0.10
O00431,P012,4,230.49,0.00
O00432,P044,1,222.40,0.00
O00432,P019,1,101.56,0.10
O00432,P060,1,210.05,0.00
O00432,P002,1,117.75,0.15
O00433,P030,3,150.57,0.00
O00433,P022,1,165.75,0.05
O00433,P021,5,36.67,0.20
O00433,P004,3,84.17,0.00
O00434,P036,5,98.43,0.05
O00435,P012,2,241.43,0.20
O00435,P026,1,10.02,0.00
O00435,P011,4,195.97,0.00
O00436,P008,3,125.25,0.05
O00436,P048,3,226.40,0.10
O00437,P023,1,208.84,0.10
O00437,P013,4,114.12,0.05
O00438,P018,5,152.07,0.00
O00438,P049,4,203.68,0.10
O00438,P012,4,159.51,0.00
O00438,P003,5,88.72,0.05
O00439,P042,2,233.00,0.10
O00439,P041,5,25.56,0.05
O00440,P006,4,78.59,0.00
O00440,P044,3,211.17,0.10
O00440,P028,3,144.28,0.10
O00440,P005,1,130.78,0.10
O00441,P027,1,118.83,0.15
O00441,P037,3,92.08,0.10
O00441,P006,5,8.98,0.15
O00441,P043,4,48.98,0.00
O00442,P003,1,106.97,0.15
O00442,P020,3,148.86,0.05
O00442,P049,4,157.82,0.00
O00442,P022,2,56.70,0.00
O00443,P056,1,111.27,0.00
O00443,P001,4,33.58,0.00
O00443,P042,4,117.73,0.05
O00444,P999,5,204.21,0.10
O00444,P024,4,202.13,0.00
O00444,P009,2,8.39,0.00
O00444,P053,1,175.52,0.00
O00445,P014,4,163.90,0.15
O00446,P028,5,51.76,0.00
O00446,P050,4,41.29,0.05
O00447,P008,2,226.08,0.15
O00448,P032,4,9.80,0.05
O00448,P038,2,54.32,0.10
O00448,P054,4,17.47,0.00
O00448,P007,4,244.96,0.20
O00449,P048,5,150.97,0.10
O00449,P019,1,124.43,0.05
O00449,P033,5,182.52,0.15
O00449,P058,4,61.81,0.00
O00450,P028,5,82.37,0.00
O00451,P058,4,222.83,0.00
O00451,P032,5,235.04,0.00
O00451,P029,4,10.09,0.00
O00452,P031,3,112.33,0.10
O00452,P015,5,227.71,0.00
O00453,P009,3,182.12,0.05
O00453,P027,3,200.00,0.20
O00453,P055,2,157.34,0.00
O00453,P045,1,168.42,0.00
O00454,P013,2,153.40,0.00
O00454,P051,4,236.04,0.05
O00455,P016,2,141.41,0.00
O00455,P023,3,92.47,0.00
O00455,P012,5,12.82,0.00
O00456,P028,1,156.29,0.00
O00456,P036,2,124.15,0.00
O00456,P051,3,193.49,0.20
O00457,,2,214.07,0.20
O00457,P033,5,169.01,0.15
O00457,P004,4,200.74,0.20
O00458,P007,5,154.36,0.20
O00459,P053,5,15.27,0.00
O00460,P041,1,218.35,0.00
O00460,P011,3,178.49,0.20
O00461,P047,1,42.79,0.00
O00461,P022,2,35.12,0.00
O00461,P029,4,193.45,0.00
O00461,P016,4,88.61,0.10
O00462,P006,3,96.24,0.20
O00462,P027,3,159.20,0.00
O00463,P049,5,108.31,0.00
O00463,P009,4,106.28,0.05
O00464,P055,0,199.67,0.00
O00464,P002,4,40.66,0.00
O00464,P046,5,236.18,0.00
O00464,P022,3,103.39,0.20
O00465,P028,1,101.34,0.00
O00465,P043,2,226.11,0.00
O00466,P027,4,222.01,0.15
O00466,P036,3,181.77,0.00
O00466,P059,3,6.93,0.00
O00467,P045,4,114.31,0.00
O00467,P057,5,157.96,0.10
O00468,P045,3,222.47,0.20
O00468,P042,4,194.96,0.00
O00468,P006,1,136.66,0.05
O00468,P047,2,132.51,0.10
O00469,P014,1,130.35,0.00
O00469,P034,3,190.47,0.00
O00469,P002,1,223.12,0.10
O00470,P016,3,182.98,0.10
O00470,P008,1,211.18,0.00
O00470,P041,5,91.84,0.00
O00471,P029,3,145.24,0.00
O00472,P022,2,202.31,0.10
O00472,P037,5,211.89,0.00
O00472,P023,3,74.70,0.20
O00472,P053,5,169.74,0.15
O00473,P034,2,30.77,0.10
O00473,P038,2,206.59,0.00
O00473,P030,1,40.90,0.05
O00473,P054,4,25.07,1.50
O00474,P057,2,121.67,0.05
O00474,P005,3,170.81,0.05
O00474,P038,5,132.13,0.05
O00474,P056,3,148.14,0.15
O00475,P029,4,184.26,0.05
O00475,P053,2,40.35,0.00
O00475,P032,4,36.69,0.15
O00475,P033,5,33.91,0.00
O00476,P031,1,187.88,0.10
O00476,P024,1,152.38,0.05
O00476,P008,1,95.54,0.00
O00476,P003,5,42.55,0.00
O00477,P024,3,77.02,0.00
O00477,P051,2,39.81,0.10
O00477,P027,1,234.51,0.00
O00478,P014,2,205.68,0.05
O00478,P001,1,139.14,0.00
O00478,P056,1,107.30,0.10
O00479,P037,4,225.56,0.20
O00479,P025,4,209.43,0.20
O00479,P039,2,191.67,0.10
O00480,P049,4,168.46,0.00
O00480,P056,3,26.87,0.10
O00480,P043,5,105.35,0.00
O00480,P058,4,88.04,0.00
O00481,P048,3,163.24,0.20
O00481,P011,1,145.13,0.20
O00481,P050,3,142.45,0.00
O00481,P042,5,25.85,0.10
O00482,P037,5,51.39,0.05
O00483,P008,5,49.03,0.00
O00484,P051,2,65.09,0.15
O00484,P054,5,113.83,0.20
O00484,P035,5,83.50,0.10
O00485,P999,1,88.28,0.00
O00486,P002,5,82.75,0.00
O00486,P006,1,245.04,0.10
O00486,P011,3,40.28,0.00
O00486,P050,1,42.78,0.05
O00487,P004,5,240.47,0.00
O00487,P002,1,78.01,0.00
O00488,P010,4,223.78,0.00
O00488,P025,1,17.70,0.00
O00488,P049,5,148.57,0.05
O00489,P008,3,19.84,0.05
O00489,P036,4,21.03,0.00
O00489,P027,2,228.86,0.00
O00489,P018,5,241.04,0.15
O00490,P016,5,164.62,0.00
O00491,P037,4,114.26,0.20
O00491,P041,5,54.84,0.00
O00491,P024,5,246.39,0.20
O00492,,4,240.52,0.10
O00492,P029,1,5.24,0.05
O00493,P042,2,5.12,0.05
O00493,P018,5,66.46,0.15
O00493,P025,3,211.39,0.00
O00494,P003,2,186.09,0.10
O00494,P005,3,26.97,0.15
O00494,P008,2,182.63,0.00
O00495,P014,5,128.67,0.20
O00495,P021,3,160.61,0.20
O00495,P046,4,71.88,0.15
O00495,P021,3,56.59,0.10
O00496,P002,2,163.37,0.00
O00496,P039,4,6.04,0.00
O00496,P044,2,106.21,0.15
O00497,P049,4,136.83,0.20
O00497,P057,1,136.96,0.20
O00497,P053,4,169.69,0.00
O00497,P053,4,207.72,0.00
O00498,P012,1,35.56,0.00
O00498,P060,2,113.91,0.00
O00498,P048,1,190.80,0.15
O00498,P059,3,51.91,0.20
O00499,P052,2,62.38,0.05
O00499,P024,1,73.78,0.15
O00499,P046,5,56.22,0.00
O00500,P008,3,144.42,0.05
O00500,P011,5,52.46,0.15
O00500,P037,5,143.45,0.00
O00500,P038,2,187.75,0.00
O00501,P060,5,214.58,0.10
O00501,P047,3,51.99,0.15
O00501,P002,5,155.53,0.15
O00502,P001,4,162.03,0.15
O00502,P004,3,110.96,0.05
O00502,P018,1,171.63,0.05
O00502,P032,3,131.72,0.00
O00503,P004,3,230.00,0.10
O00503,P029,3,6.25,0.00
O00504,P006,5,202.87,0.15
O00504,P015,4,239.65,0.00
O00504,P013,2,85.65,0.00
O00505,P002,4,110.82,0.00
O00506,P054,3,65.54,0.05
O00506,P016,3,208.96,0.20
O00506,P022,5,199.55,0.00
O00507,P049,1,158.20,0.10
O00507,P008,1,243.75,0.00
O00507,P025,3,223.06,0.15
O00507,P005,0,20.18,0.20
O00508,P004,3,154.62,0.05
O00508,P005,1,170.99,0.10
O00508,P004,3,213.22,0.05
O00508,P007,5,189.22,0.00
O00509,P030,4,118.72,0.05
O00510,P022,1,116.24,0.00
O00511,P007,1,8.00,0.15
O00511,P005,5,198.40,0.00
O00512,P041,5,67.78,0.05
O00512,P031,5,113.92,0.00
O00513,P052,1,19.81,0.00
O00513,P038,4,130.71,0.15
O00514,P020,5,221.87,0.20
O00514,P010,2,120.02,0.10
O00514,P022,3,95.35,0.00
O00515,P004,2,129.23,0.20
O00515,P036,1,108.39,0.00
O00516,P041,2,197.38,0.00
O00516,P013,4,175.21,0.05
O00517,P055,5,143.68,0.00
O00517,P040,3,107.57,0.00
O00517,P007,4,219.64,0.00
O00518,P015,1,161.49,0.15
O00518,P015,4,157.85,0.00
O00518,P031,3,202.77,0.05
O00518,P014,4,50.13,0.00
O00519,P001,1,92.67,0.10
O00519,P008,2,76.18,0.00
O00519,P041,5,228.60,0.00
O00520,P002,2,53.46,0.00
O00521,P057,3,181.10,0.00
O00521,P055,5,65.25,0.00
O00522,P012,3,228.10,0.00
O00523,P025,1,87.89,0.00
O00523,P020,4,63.83,0.20
O00524,P043,2,235.57,0.20
O00524,P040,4,220.20,0.00
O00524,P008,2,221.26,0.00
O00525,P013,5,97.65,0.00
O00525,P021,5,110.23,0.15
O00526,P059,1,191.95,0.10
O00526,P013,5,77.06,0.00
O00527,P016,1,159.21,0.00
O00527,P056,2,213.61,0.10
O00527,P057,4,56.25,0.00
O00528,P999,5,20.88,0.10
O00528,P025,5,96.69,0.10
O00528,,2,83.84,0.00
O00528,P034,4,180.32,1.50
O00529,P018,5,103.22,0.20
O00529,P038,1,55.75,0.00
O00529,P029,2,101.99,0.00
O00529,P028,4,144.98,0.20
O00530,P017,5,25.76,0.20
O00530,P006,3,113.89,0.00
O00530,P015,5,15.07,0.10
O00531,P028,4,119.54,0.05
O00531,P024,4,82.66,0.05
O00531,P002,2,113.20,0.00
O00532,P023,1,77.15,0.10
O00533,P051,3,232.01,0.00
O00534,P005,3,14.37,0.00
O00535,P013,3,66.25,0.15
O00535,P053,3,51.70,0.10
O00535,P009,5,228.52,0.00
O00536,P019,3,196.86,0.05
O00536,P026,5,190.65,0.00
O00536,P031,5,247.36,0.00
O00537,P015,2,182.21,0.00
O00537,P031,2,131.37,0.20
O00537,P036,4,182.01,0.05
O00537,P022,1,81.69,0.00
O00538,P050,4,56.34,0.05
O00538,P055,5,12.37,0.00
O00538,P037,2,79.86,0.15
O00538,P001,4,203.54,0.20
O00539,P022,2,107.68,0.15
O00539,P049,4,191.89,0.15
O00539,P035,3,84.88,0.00
O00540,P060,2,42.64,0.00
O00541,P025,2,237.42,0.00
O00541,P035,4,51.13,0.00
O00541,P022,5,240.66,0.15
O00541,P058,3,27.83,0.00
O00542,P003,5,124.70,0.00
O00542,P013,1,228.27,0.05
O00543,P014,2,76.31,0.10
O00543,P005,4,19.07,0.10
O00543,P001,2,85.05,0.05
O00544,P011,1,36.63,0.05
O00544,P031,1,100.29,0.20
O00544,P014,2,218.25,0.00
O00544,P028,4,43.89,0.10
O00545,P038,2,128.10,0.15
O00545,P030,3,54.41,0.00
O00545,P029,1,207.01,0.10
O00546,P034,3,228.01,0.05
O00546,P030,4,146.14,0.15
O00547,P019,4,89.95,0.20
O00548,P026,5,206.73,0.20
O00548,P012,4,66.03,0.10
O00548,P047,4,117.16,0.15
O00549,P045,5,28.40,0.15
O00549,P003,2,221.95,0.00
O00550,P057,5,76.50,0.00
O00550,P045,2,227.63,0.05
O00550,P049,5,34.69,0.00
O00551,P049,1,128.57,0.20
O00552,P027,4,45.38,0.00
O00552,P033,1,118.22,0.00
O00552,P041,4,98.37,0.15
O00553,P055,2,102.18,0.00
O00553,P017,1,178.72,0.00
O00553,P021,4,123.76,0.00
O00553,P006,5,165.96,0.15
O00554,P009,4,205.99,0.20
O00554,P011,2,210.42,0.10
O00554,P007,2,77.06,0.10
O00554,P048,4,46.26,0.15
O00555,P044,3,42.60,0.00
O00556,P014,1,223.70,0.10
O00556,P014,4,175.69,0.20
O00557,P025,3,113.77,0.10
O00558,P004,4,192.93,0.00
O00559,P059,2,53.99,0.00
O00559,P027,1,247.37,0.00
O00559,P053,2,171.58,0.00
O00560,P057,1,200.24,0.20
O00560,P043,2,182.37,0.00
O00561,P033,1,204.82,0.00
O00561,P036,0,158.03,0.10
O00561,P026,4,34.59,0.00
O00561,P007,3,84.22,0.00
O00562,P042,3,7.93,0.00
O00562,P030,2,21.16,0.20
O00562,P018,5,95.39,0.00
O00562,P057,2,105.71,0.20
O00563,P007,5,198.85,0.20
O00563,P037,2,66.72,0.00
O00563,P039,3,245.44,0.15
O00563,P025,2,86.34,0.15
O00564,P055,4,21.53,0.00
O00564,P039,5,114.97,0.10
O00564,P041,2,128.33,0.15
O00565,,1,156.00,0.00
O00566,P016,4,190.52,0.10
O00566,P006,1,38.69,0.05
O00566,P019,2,42.15,0.00
O00567,P016,5,247.19,0.05
O00568,P009,3,82.79,0.20
O00568,P049,1,132.60,0.05
O00568,P042,3,188.87,0.00
O00569,P022,2,55.42,0.00
O00569,P059,2,201.35,0.15
O00569,P047,2,153.97,0.05
O00570,P012,4,159.29,0.00
O00570,P056,4,22.14,0.00
O00570,P004,2,234.87,0.00
O00571,P999,5,139.46,0.20
O00572,P016,5,24.14,0.15
O00572,P030,3,45.21,0.00
O00573,P028,2,153.42,0.00
O00573,P019,5,114.82,0.15
O00574,P018,4,24.59,0.00
O00574,P026,4,46.09,0.05
O00575,P033,5,185.05,0.20
O00575,P010,4,9.84,0.05
O00575,P028,1,190.91,0.00
O00575,P039,5,42.43,0.15
O00576,P017,4,118.58,0.05
O00576,P019,4,142.71,0.05
O00577,P022,2,180.13,0.00
O00578,P059,2,6.01,0.20
O00578,P033,3,125.40,0.05
O00579,P048,3,99.08,0.00
O00579,P042,5,22.44,0.00
O00579,P059,1,99.27,0.10
O00579,P011,2,191.91,0.00
O00580,P033,4,160.56,0.00
O00580,P045,1,164.46,0.05
O00580,P048,2,64.37,0.00
O00581,P041,1,175.87,0.15
O00581,P010,3,153.32,0.15
O00581,P010,3,65.61,0.10
O00582,P001,1,193.88,0.15
O00582,P046,4,102.42,0.10
O00583,P034,2,219.61,0.00
O00584,P017,3,127.65,0.10
O00584,P043,4,148.58,0.15
O00584,P027,1,31.76,0.10
O00584,P050,3,204.48,0.00
O00585,P060,4,176.25,0.00
O00585,P011,4,5.38,0.00
O00586,P034,4,165.35,0.15
O00586,P028,2,48.21,0.00
O00586,P046,2,53.51,0.00
O00586,P033,1,115.40,0.20
O00587,P012,2,19.44,0.00
O00587,P052,2,68.53,0.20
O00588,P029,5,31.74,1.50
O00588,P011,1,76.81,0.05
O00588,P008,3,20.73,0.00
O00588,P038,2,122.07,0.15
O00589,P001,1,70.18,0.00
O00590,P007,2,132.96,0.00
O00591,P039,5,246.78,0.20
O00591,P018,4,120.93,0.00
O00591,P039,4,87.44,0.15
O00591,P057,3,249.85,0.20
O00592,P024,4,97.71,0.00
O00592,P023,3,202.53,0.00
O00593,P056,4,182.67,0.00
O00593,P002,5,35.10,0.10
O00593,P018,2,95.26,0.10
O00593,P044,4,131.14,0.15
O00594,P001,3,9.06,0.00
O00594,P056,1,242.54,0.15
O00595,P044,4,62.21,0.05
O00595,P026,5,199.51,0.00
O00595,P028,4,246.77,0.20
O00596,P047,4,76.99,0.00
O00597,P056,5,219.67,0.20
O00597,P055,5,12.77,0.05
O00598,P020,5,246.86,0.05
O00599,P058,4,238.98,0.05
O00599,P043,5,64.01,0.00
O00600,P049,1,30.83,0.15
O00600,P002,2,232.60,0.00
O00601,P050,3,58.98,0.00
O00601,P043,4,238.11,0.15
O00601,P008,2,231.06,0.15
O00601,P047,4,27.15,0.15
O00602,P056,2,233.28,0.20
O00602,P060,5,20.83,0.00
O00602,P025,4,165.20,0.20
O00603,P052,2,59.76,0.00
O00603,P019,1,32.28,0.00
O00603,P048,5,234.61,0.15
O00603,P008,5,95.09,0.20
O00604,P025,5,185.53,0.00
O00604,P004,5,136.21,0.20
O00604,,4,83.30,0.00
O00605,P034,5,149.73,0.00
O00605,P026,1,136.87,0.05
O00606,P010,3,210.11,0.05
O00606,P044,4,41.11,0.00
O00606,P010,1,151.72,0.00
O00607,P018,5,122.17,0.20
O00608,P032,3,177.50,0.05
O00608,P004,3,42.40,0.15
O00609,P055,2,176.59,0.00
O00609,P060,2,214.90,0.15
O00610,P020,2,247.80,0.10
O00610,P026,3,108.49,0.05
O00610,P023,4,100.80,0.10
O00610,P047,3,74.17,0.00
O00611,P007,2,84.23,0.20
O00611,P038,1,213.19,0.15
O00611,P020,4,165.38,0.10
O00611,P009,4,175.50,0.00
O00612,P014,2,202.06,0.00
O00612,P048,0,93.74,0.20
O00613,P044,2,97.25,0.05
O00614,P060,1,28.52,0.05
O00614,P012,1,33.74,0.10
O00615,P038,4,242.57,0.15
O00615,P047,4,65.02,0.00
O00615,P016,4,124.70,0.15
O00616,P042,4,195.07,0.20
O00616,P043,1,195.53,0.20
O00617,P018,4,94.98,0.00
O00617,P999,1,34.89,0.15
O00617,P043,5,60.10,0.10
O00617,P037,5,122.47,0.15
O00618,P051,5,49.36,0.05
O00619,P020,5,35.67,0.00
O00619,P005,5,50.29,0.20
O00619,P045,1,101.47,0.20
O00619,P035,5,124.69,0.10
O00620,P049,2,241.58,0.00
O00621,P056,5,175.32,0.00
O00621,P036,4,201.12,0.00
O00622,P009,5,55.52,0.00
O00623,P036,3,213.60,0.00
O00624,P008,5,78.14,0.10
O00625,P028,1,65.83,0.00
O00625,P034,3,166.48,0.05
O00626,P037,4,175.29,0.10
O00626,P059,3,153.50,0.10
O00627,P045,1,167.33,0.00
O00627,P016,1,51.07,0.00
O00628,P009,5,140.25,0.10
O00628,P023,3,36.47,0.10
O00629,P005,5,67.46,0.05
O00629,P042,2,103.00,0.00
O00629,P017,4,235.34,0.00
O00629,P035,2,22.28,0.15
O00630,P041,2,180.03,0.10
O00630,P043,5,153.20,0.05
O00630,P053,2,82.50,0.20
O00631,P025,1,241.17,0.00
O00631,P005,3,35.52,0.00
O00631,P044,5,104.65,0.00
O00631,P041,1,93.88,0.00
O00632,P010,2,72.03,0.00
O00632,P025,2,97.75,0.00
O00632,P051,1,48.04,0.15
O00633,P038,4,28.40,0.00
O00633,P045,5,217.01,0.10
O00633,P018,5,29.26,0.00
O00634,P021,4,49.25,0.20
O00634,P048,5,140.15,0.20
O00635,P031,5,36.25,0.00
O00635,P044,5,179.73,0.15
O00635,P009,2,97.80,0.15
O00635,P018,1,230.01,0.15
O00636,P046,2,171.15,0.05
O00636,P046,4,49.85,0.00
O00636,P052,4,128.04,0.00
O00637,P034,2,79.76,0.20
O00637,P006,3,104.59,0.00
O00637,P055,1,160.49,0.00
O00637,P047,2,236.48,0.00
O00638,P006,3,140.76,0.05
O00639,P028,5,233.44,0.00
O00640,P032,5,172.84,0.15
O00640,P057,5,175.97,0.05
O00640,P001,5,51.59,0.20
O00640,P048,1,179.96,0.15
O00641,P016,5,172.59,0.00
O00641,P039,4,241.33,0.15
O00641,P060,5,226.42,0.00
O00642,P024,2,130.84,0.00
O00643,P032,4,46.76,0.00
O00643,P022,2,208.76,0.20
