OrderId,CustomerId,OrderDate,Status,Channel
O00516,C0201,2024-08-10 20:00:00,cancelled,App
O00517,C0230,2024-10-16 03:00:00,cancelled,marketplace
O00518,C0231,2024-04-27 06:00:00,paid,web
O00519,C0237,2024-05-18 01:00:00,refunded,app
O00520,C0231,2024-12-16 08:00:00,paid,web
O00521,C0005,2024-04-01 10:00:00,paid,app
O00522,C0193,2024-10-27 04:00:00,paid,store
O00523,C0042,2024-02-09 09:00:00,paid,WEB
O00524,C0174,2024-10-17 12:00:00,pending,App
O00525,C0036,2024-07-15 23:00:00,paid,marketplace
O00526,C0250,2024-09-13 23:00:00,cancelled,web
O00527,C0112,2024-01-28 03:00:00,cancelled,app
O00528,C0155,2024-02-08 10:00:00,paid,web
O00529,C0163,2024-06-16 00:00:00,paid,app
O00530,C0059,2024-08-18 15:00:00,paid,store
O00531,C0111,2024-10-10 12:00:00,paid,WEB
O00532,C0170,2024-12-14 18:00:00,paid,App
O00533,C0076,2024-02-13 19:00:00,paid,marketplace
O00534,C0069,2024-02-07 02:00:00,paid,web
O00535,C0201,2024-07-13 22:00:00,pending,app
O00536,C0093,2024-07-18 10:00:00,pending,web
O00537,C0242,2024-02-16 00:00:00,refunded,app
O00538,C0195,2024-08-15 11:00:00,paid,store
O00539,C0023,2024-02-22 04:00:00,paid,WEB
O00540,C0143,2024-08-08 14:00:00,paid,App
O00541,C0023,2024-02-22 00:00:00,paid,marketplace
O00542,C0153,2024-10-10 02:00:00,paid,web
O00543,C0075,2024-07-16 00:00:00,pending,app
O00544,C0186,2024-07-17 02:00:00,paid,web
O00545,C0044,2024-10-19 16:00:00,cancelled,app
O00546,C0069,2024-03-27 04:00:00,cancelled,store
O00547,C0038,2024-05-17 15:00:00,cancelled,WEB
O00548,C0071,2024-03-26 13:00:00,paid,App
O00549,C0201,2024-06-02 15:00:00,refunded,marketplace
O00550,C0242,2024-07-03 08:00:00,paid,web
O00551,C0153,2024-11-16 15:00:00,paid,app
O00552,C0035,2024-08-22 03:00:00,paid,web
O00553,C0086,2024-01-04 12:00:00,pending,app
O00554,C0086,2024-06-17 14:00:00,cancelled,store
O00555,C0035,2024-11-29 19:00:00,cancelled,WEB
O00556,C0243,2024-06-13 19:00:00,cancelled,App
O00557,C0046,2024-09-02 10:00:00,paid,marketplace
O00558,C0189,2024-06-12 09:00:00,paid,web
O00559,C0084,2024-10-21 07:00:00,paid,app
O00560,C0094,2024-05-23 12:00:00,paid,web
O00561,C0152,2024-10-15 06:00:00,paid,app
O00562,C0007,2024-12-15 17:00:00,paid,store
O00563,C0113,2024-12-28 06:00:00,paid,WEB
O00564,C0210,2024-12-20 02:00:00,cancelled,App
O00565,C0036,2024-12-10 15:00:00,cancelled,marketplace
O00566,C0169,2024-05-03 08:00:00,cancelled,web
O00567,C0019,2024-08-04 12:00:00,paid,app
O00568,C0150,2024-11-02 15:00:00,paid,web
O00569,C0237,2024-09-30 16:00:00,paid,app
O00570,C0203,2024-10-05 01:00:00,paid,store
O00571,C0153,2024-12-25 17:00:00,paid,WEB
O00572,C0169,2024-02-25 07:00:00,paid,App
O00573,C0157,2024-03-26 20:00:00,paid,marketplace
O00574,C0174,2024-10-15 20:00:00,cancelled,web
O00575,C0028,2024-06-18 13:00:00,paid,app
O00576,C0057,2024-02-20 08:00:00,cancelled,web
O00577,C0101,2024-08-16 11:00:00,paid,app
O00578,C0177,2024-12-13 18:00:00,refunded,store
O00579,C0124,2024-06-25 00:00:00,refunded,WEB
O00580,C0236,2024-05-31 13:00:00,paid,App
O00581,C0037,2024-02-29 23:00:00,paid,marketplace
O00582,C0117,2024-06-08 10:00:00,paid,web
O00583,C0090,2024-09-23 15:00:00,pending,app
O00584,C0185,2024-02-19 14:00:00,cancelled,web
O00585,C0077,2024-06-12 02:00:00,paid,app
O00586,C0006,2024-12-29 03:00:00,cancelled,store
O00587,C0174,2024-11-27 03:00:00,cancelled,WEB
O00588,C0045,2024-05-04 16:00:00,refunded,App
O00589,C0110,2024-06-18 17:00:00,paid,marketplace
O00590,C0162,2024-04-28 12:00:00,paid,web
O00591,C0169,2024-04-05 20:00:00,paid,app
O00592,C0189,2024-07-21 00:00:00,paid,web
O00593,C0110,2024-08-18 18:00:00,pending,app
O00594,C0055,2024-01-03 22:00:00,paid,store
O00595,C0208,2024-05-22 22:00:00,paid,WEB
O00596,C0205,2024-10-22 03:00:00,cancelled,App
O00597,C0051,2024-07-06 10:00:00,paid,marketplace
O00598,C0172,2024-02-28 08:00:00,paid,web
O00599,C0081,2024-09-27 20:00:00,paid,app
O00600,C0151,2024-11-08 12:00:00,paid,web
O00601,C0217,2024-06-27 11:00:00,paid,app
O00602,C0209,2024-11-12 05:00:00,paid,store
O00603,C0022,2024-11-10 18:00:00,paid,WEB
O00604,C0062,2024-06-09 03:00:00,pending,App
O00605,C0096,2024-02-29 05:00:00,pending,marketplace
O00606,C0108,2024-09-18 12:00:00,cancelled,web
O00607,C0109,2024-10-21 12:00:00,cancelled,app
O00608,C0138,2024-09-06 20:00:00,refunded,web
O00609,C0126,2024-10-11 05:00:00,paid,app
O00610,C0081,2024-03-12 05:00:00,paid,store
O00611,C0222,2024-11-13 01:00:00,paid,WEB
O00612,C0035,2024-01-05 15:00:00,paid,App
O00613,C0130,2024-07-15 17:00:00,pending,marketplace
O00614,C0126,2024-07-28 21:00:00,cancelled,web
O00615,C0126,2024-12-29 14:00:00,pending,app
O00616,C0008,2024-02-12 18:00:00,cancelled,web
O00617,C0071,2024-05-29 01:00:00,cancelled,app
O00618,C0044,2024-10-02 09:00:00,paid,store
O00619,C0198,2024-10-16 23:00:00,paid,WEB
O00620,C0029,2024-10-08 16:00:00,paid,App
O00621,C0211,2024-05-17 17:00:00,paid,marketplace
O00622,C0195,2024-10-04 01:00:00,paid,web
O00623,C0109,2024-10-06 06:00:00,paid,app
O00624,C0077,2024-11-30 07:00:00,paid,web
O00625,C0090,2024-08-18 08:00:00,paid,app
O00626,C0199,2024-08-12 03:00:00,cancelled,store
O00627,C0151,2024-04-17 23:00:00,refunded,WEB
O00628,C0162,2024-12-29 19:00:00,paid,App
O00629,C0036,2024-03-25 19:00:00,paid,marketplace
O00630,C0146,2024-04-15 01:00:00,paid,web
O00631,C0153,2024-09-29 08:00:00,paid,app
O00632,C0075,2024-06-14 22:00:00,paid,web
O00633,C0244,2024-10-20 08:00:00,paid,app
O00634,C0236,2024-03-10 13:00:00,paid,store
O00635,C0033,2024-05-21 20:00:00,pending,WEB
O00636,C0183,2024-05-07 04:00:00,cancelled,App
O00637,C0101,2024-05-06 21:00:00,paid,marketplace
O00638,C0162,2024-03-13 18:00:00,paid,web
O00639,C0097,2024-11-17 13:00:00,paid,app
O00640,C0204,2024-02-08 20:00:00,paid,web
O00641,C0192,2024-07-25 16:00:00,paid,app
O00642,C0117,2024-12-21 11:00:00,paid,store
O00643,C0001,2024-06-16 18:00:00,paid,WEB
O00644,C0171,2024-08-22 20:00:00,pending,App
O00645,C0102,2024-02-02 17:00:00,pending,marketplace
O00646,C0127,2024-08-07 06:00:00,cancelled,web
O00647,C0087,2024-06-14 09:00:00,cancelled,app
O00648,C0202,2024-10-16 15:00:00,paid,web
O00649,C0012,2024-12-15 01:00:00,refunded,app
O00650,C0005,2024-11-16 14:00:00,paid,store
O00651,C0117,2024-03-21 14:00:00,paid,WEB
O00652,C0177,2024-08-07 06:00:00,paid,App
O00653,C0041,2024-11-28 09:00:00,paid,marketplace
O00654,C0093,2024-02-17 20:00:00,pending,web
O00655,C0171,2024-02-12 11:00:00,pending,app
O00656,C0161,2024-01-27 12:00:00,cancelled,web
O00657,C0110,2024-12-24 07:00:00,cancelled,app
O00658,C0001,2024-12-26 03:00:00,refunded,store
O00659,C0034,2024-09-01 02:00:00,paid,WEB
O00660,C0114,2024-09-22 21:00:00,paid,App
O00661,C0088,2024-01-05 22:00:00,paid,marketplace
O00662,C0034,2024-08-04 22:00:00,paid,web
O00663,C0099,2024-02-06 07:00:00,paid,app
O00664,C0081,2024-02-22 03:00:00,pending,web
O00665,C0098,2024-06-02 04:00:00,pending,app
O00666,C0037,2024-11-24 21:00:00,pending,store
O00667,C0003,2024-09-28 18:00:00,cancelled,WEB
O00668,C0185,2024-08-13 11:00:00,refunded,App
O00669,C0039,2024-11-17 23:00:00,paid,marketplace
O00670,C0114,2024-11-11 21:00:00,paid,web
O00671,C0036,2024-02-14 03:00:00,paid,app
O00672,C0099,2024-10-28 23:00:00,paid,web
O00673,C0203,2024-08-07 10:00:00,paid,app
O00674,C0166,2024-05-06 08:00:00,paid,store
O00675,C0154,2024-05-07 17:00:00,cancelled,WEB
O00676,C0218,2024-12-19 00:00:00,cancelled,App
O00677,C0156,2024-04-15 16:00:00,cancelled,marketplace
O00678,C0166,2024-07-19 09:00:00,cancelled,web
O00679,C0099,2024-05-02 15:00:00,refunded,app
O00680,C0164,2024-05-03 15:00:00,paid,web
O00681,C0093,2024-09-27 00:00:00,paid,app
O00682,C0221,2024-03-08 12:00:00,paid,store
O00683,C0175,2024-07-06 17:00:00,paid,WEB
O00684,C0005,2024-08-29 02:00:00,paid,App
O00685,C0056,2024-01-08 08:00:00,paid,marketplace
O00686,C0130,2024-01-31 12:00:00,cancelled,web
O00687,C0129,2024-11-17 22:00:00,paid,app
O00688,C0103,2024-08-04 22:00:00,cancelled,web
O00689,C0138,2024-11-23 17:00:00,paid,app
O00690,C0080,2024-05-22 02:00:00,paid,store
O00691,C0250,2024-09-18 06:00:00,paid,WEB
O00692,C0101,2024-10-01 10:00:00,paid,App
O00693,C0112,2024-06-07 22:00:00,paid,marketplace
O00694,C0023,2024-01-30 07:00:00,cancelled,web
O00695,C0157,2024-02-29 14:00:00,paid,app
O00696,C0190,2024-06-07 21:00:00,cancelled,web
O00697,C0182,2024-03-02 00:00:00,cancelled,app
O00698,C0042,2024-12-25 00:00:00,paid,store
O00699,C0133,2024-06-26 16:00:00,paid,WEB
O00700,C0033,2024-03-26 11:00:00,paid,App
O00701,C0086,2024-03-01 00:00:00,paid,marketplace
O00702,C0017,2024-05-19 16:00:00,paid,web
O00703,C0161,2024-12-30 18:00:00,paid,app
O00704,C0131,2024-09-11 14:00:00,pending,web
O00705,C0220,2024-01-29 15:00:00,pending,app
O00706,C0066,2024-07-07 05:00:00,pending,store
O00707,C0186,2024-10-20 21:00:00,cancelled,WEB
O00708,C0131,2024-04-26 23:00:00,cancelled,App
O00709,C0063,2024-01-23 00:00:00,refunded,marketplace
O00710,C0099,2024-08-29 11:00:00,paid,web
O00711,C0142,2024-04-01 01:00:00,paid,app
O00712,C0064,2024-04-24 10:00:00,paid,web
O00713,C0212,2024-06-12 08:00:00,paid,app
O00714,C0031,2024-10-19 11:00:00,paid,store
O00715,C0206,2024-04-01 07:00:00,paid,WEB
O00716,C0225,2024-07-24 02:00:00,refunded,App
O00717,C0084,2024-05-24 09:00:00,cancelled,marketplace
O00718,C0003,2024-10-10 14:00:00,paid,web
O00719,C0145,2024-04-12 09:00:00,paid,app
O00720,C0119,2024-11-14 07:00:00,paid,web
O00721,C0198,2024-10-29 15:00:00,paid,app
O00722,C0039,2024-10-06 07:00:00,paid,store
O00723,C0060,2024-07-28 00:00:00,paid,WEB
O00724,C0225,2024-11-21 22:00:00,paid,App
O00725,C0195,2024-06-20 00:00:00,cancelled,marketplace
O00726,C0053,2024-06-06 03:00:00,cancelled,web
O00727,C0247,2024-08-02 15:00:00,cancelled,app
O00728,C0072,2024-03-13 22:00:00,cancelled,web
O00729,C0230,2024-01-23 07:00:00,paid,app
O00730,C0118,2024-12-24 11:00:00,paid,store
O00731,C0130,2024-10-24 03:00:00,paid,WEB
O00732,C0020,2024-11-22 12:00:00,paid,App
O00733,C0247,2024-08-10 21:00:00,paid,marketplace
O00734,C0067,2024-05-01 09:00:00,pending,web
O00735,C0213,2024-07-20 22:00:00,cancelled,app
O00736,C0070,2024-06-11 14:00:00,cancelled,web
O00737,C0035,2024-02-08 06:00:00,cancelled,app
O00738,C0043,2024-03-20 03:00:00,paid,store
O00739,C0105,2024-08-26 10:00:00,refunded,WEB
O00740,C0247,2024-10-01 11:00:00,paid,App
O00741,C0119,2024-08-19 09:00:00,paid,marketplace
O00742,C0041,2024-03-02 02:00:00,paid,web
O00743,C0155,2024-12-26 22:00:00,paid,app
O00744,C0038,2024-04-20 10:00:00,paid,web
O00745,C0248,2024-12-30 07:00:00,cancelled,app
O00746,C0013,2024-07-21 16:00:00,cancelled,store
O00747,C0008,2024-05-13 05:00:00,paid,WEB
O00748,C0192,2024-08-19 17:00:00,refunded,App
O00749,C0027,2024-02-18 14:00:00,paid,marketplace
O00750,C0016,2024-03-03 00:00:00,paid,web
O00751,C0211,2024-03-07 06:00:00,paid,app
O00752,C0162,2024-07-09 21:00:00,paid,web
O00753,C0067,2024-10-25 18:00:00,paid,app
O00754,C0051,2024-01-12 02:00:00,cancelled,store
O00755,C0232,2024-03-06 02:00:00,cancelled,WEB
O00756,C0242,2024-03-03 01:00:00,refunded,App
O00757,C0237,2024-01-26 05:00:00,paid,marketplace
O00758,C0008,2024-07-21 15:00:00,paid,web
O00759,C0045,2024-12-15 13:00:00,paid,app
O00760,C0071,2024-04-19 05:00:00,paid,web
O00761,C0009,2024-08-16 04:00:00,paid,app
O00762,C0128,2024-11-27 09:00:00,paid,store
O00763,C0016,2024-10-08 15:00:00,paid,WEB
O00764,C0036,2024-05-23 12:00:00,cancelled,App
O00765,C0227,2024-04-12 20:00:00,pending,marketplace
O00766,C0204,2024-11-18 17:00:00,pending,web
O00767,C0092,2024-07-14 22:00:00,paid,app
O00768,C0089,2024-10-05 15:00:00,paid,web
O00769,C0047,2024-07-17 08:00:00,refunded,app
O00770,C0057,2024-06-12 19:00:00,paid,store
O00771,C0208,2024-05-23 01:00:00,paid,WEB
O00772,C0197,2024-09-28 11:00:00,paid,App
O00773,C0064,2024-03-22 03:00:00,paid,marketplace
O00774,C0209,2024-05-16 17:00:00,paid,web
O00775,C0217,2024-04-22 18:00:00,cancelled,app
O00776,C0046,2024-06-30 05:00:00,cancelled,web
O00777,C0207,2024-10-30 10:00:00,refunded,app
O00778,C0181,2024-10-29 00:00:00,paid,store
O00779,C0037,2024-10-17 18:00:00,paid,WEB
O00780,C0080,2024-09-09 17:00:00,paid,App
O00781,C0024,2024-09-08 01:00:00,paid,marketplace
O00782,C0057,2024-04-29 19:00:00,paid,web
O00783,C0001,2024-09-26 15:00:00,paid,app
O00784,C0207,2024-11-10 06:00:00,paid,web
O00785,C0046,2024-06-23 22:00:00,cancelled,app
O00786,C0038,2024-01-31 00:00:00,cancelled,store
O00787,C0221,2024-02-26 16:00:00,refunded,WEB
O00788,C0181,2024-02-07 11:00:00,paid,App
O00789,C0087,2024-10-27 03:00:00,paid,marketplace
O00790,C0250,2024-06-14 04:00:00,paid,web
O00791,C0246,2024-08-11 20:00:00,paid,app
O00792,C0045,2024-11-28 10:00:00,paid,web
O00793,C0151,2024-04-24 21:00:00,paid,app
O00794,C0188,2024-07-12 09:00:00,pending,store
O00795,C0187,2024-03-06 05:00:00,paid,WEB
O00796,C0101,2024-12-25 18:00:00,pending,App
O00797,C0082,2024-04-03 19:00:00,cancelled,marketplace
O00798,C0027,2024-11-23 18:00:00,paid,web
O00799,C0191,2024-03-13 10:00:00,refunded,app
O00800,C0082,2024-05-01 11:00:00,paid,web
